id,parent_id,name_ar,name_en,name_bn,name_de,name_es,name_fr,name_id,name_ml,name_pt,name_ru,name_ta,name_tr,name_ur,name_zh,name_hi,name_it,name_fa,name_am,name_az,name_bs,name_cs,name_ha,name_ku,name_nl,name_ps,name_ro,name_si,name_so,name_sq,name_sv,name_sw,name_tg,name_th,name_ug,name_uz,name_vi,name_yo,slug
1013,368,مناسبات دورية,Periodical Occasions,,Periodical Occasions,Periodical Occasions,Periodical Occasions,Periodical Occasions,,,Periodical Occasions,,Periodical Occasions,Periodical Occasions,,,,Periodical Occasions,,,,,,,,,,,,,,,,,,,,,periodical-occasions
1014,100,موقف أهل السنة من أهل البدع,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,,,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,,,,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,,,,,,,,,,,,,,,,,,,,,ahl-us-sunnahs-sunni-stance-on-religious-innovators
1015,133,أحكام المياه,Rulings of Water,,Rulings of Water,Rulings of Water,Rulings of Water,Rulings of Water,,,Rulings of Water,,Rulings of Water,Rulings of Water,,,,Rulings of Water,,,,,,,,,,,,,,,,,,,,,rulings-of-water
1016,133,إزالة النجاسات,Removing Impurities,,Removing Impurities,Removing Impurities,Removing Impurities,Removing Impurities,,,Removing Impurities,,Removing Impurities,Removing Impurities,,,,Removing Impurities,,,,,,,,,,,,,,,,,,,,,removing-impurities
1017,133,الآنية,Utensils,,Utensils,Utensils,Utensils,Utensils,,,Utensils,,Utensils,Utensils,,,,Utensils,,,,,,,,,,,,,,,,,,,,,utensils
1018,133,آداب قضاء الحاجة,Toilet Manners,,Toilet Manners,Toilet Manners,Toilet Manners,Toilet Manners,,,Toilet Manners,,Toilet Manners,Toilet Manners,,,,Toilet Manners,,,,,,,,,,,,,,,,,,,,,toilet-manners
1019,133,سنن الفطرة,Natural Cleanliness Practices,,Natural Cleanliness Practices,Natural Cleanliness Practices,Natural Cleanliness Practices,Natural Cleanliness Practices,,,Natural Cleanliness Practices,,Natural Cleanliness Practices,Natural Cleanliness Practices,,,,Natural Cleanliness Practices,,,,,,,,,,,,,,,,,,,,,natural-cleanliness-practices
1020,133,الوضوء,Ablution,,Ablution,Ablution,Ablution,Ablution,,,Ablution,,Ablution,Ablution,,,,Ablution,,,,,,,,,,,,,,,,,,,,,ablution
1021,133,الغسل,Ritual Bath,,Ritual Bath,Ritual Bath,Ritual Bath,Ritual Bath,,,Ritual Bath,,Ritual Bath,Ritual Bath,,,,Ritual Bath,,,,,,,,,,,,,,,,,,,,,ritual-bath
1022,133,التيمم,Dry Ablution,,Dry Ablution,Dry Ablution,Dry Ablution,Dry Ablution,,,Dry Ablution,,Dry Ablution,Dry Ablution,,,,Dry Ablution,,,,,,,,,,,,,,,,,,,,,dry-ablution
1023,133,الحيض والنفاس والاستحاضة,Menses; Postpartum Bleeding; Extra-Menses Bleeding,,Menses; Postpartum Bleeding; Extra-Menses Bleeding,Menses; Postpartum Bleeding; Extra-Menses Bleeding,Menses; Postpartum Bleeding; Extra-Menses Bleeding,Menses; Postpartum Bleeding; Extra-Menses Bleeding,,,Menses; Postpartum Bleeding; Extra-Menses Bleeding,,Menses; Postpartum Bleeding; Extra-Menses Bleeding,Menses; Postpartum Bleeding; Extra-Menses Bleeding,,,,Menses; Postpartum Bleeding; Extra-Menses Bleeding,,,,,,,,,,,,,,,,,,,,,menses;-postpartum-bleeding;-extra-menses-bleeding
1024,437,فضل الوضوء,Excellence of Ablution,,Excellence of Ablution,Excellence of Ablution,Excellence of Ablution,Excellence of Ablution,,,Excellence of Ablution,,Excellence of Ablution,Excellence of Ablution,,,,Excellence of Ablution,,,,,,,,,,,,,,,,,,,,,excellence-of-ablution
1025,437,أركان الوضوء,Pillars of Ablution,,Pillars of Ablution,Pillars of Ablution,Pillars of Ablution,Pillars of Ablution,,,Pillars of Ablution,,Pillars of Ablution,Pillars of Ablution,,,,Pillars of Ablution,,,,,,,,,,,,,,,,,,,,,pillars-of-ablution
1026,437,سنن وآداب الوضوء,Recommended Acts and Manners of Ablution,,Recommended Acts and Manners of Ablution,Recommended Acts and Manners of Ablution,Recommended Acts and Manners of Ablution,Recommended Acts and Manners of Ablution,,,Recommended Acts and Manners of Ablution,,Recommended Acts and Manners of Ablution,Recommended Acts and Manners of Ablution,,,,Recommended Acts and Manners of Ablution,,,,,,,,,,,,,,,,,,,,,recommended-acts-and-manners-of-ablution
1027,437,صفة الوضوء,Method of Ablution,,Method of Ablution,Method of Ablution,Method of Ablution,Method of Ablution,,,Method of Ablution,,Method of Ablution,Method of Ablution,,,,Method of Ablution,,,,,,,,,,,,,,,,,,,,,method-of-ablution
1028,437,نواقض الوضوء,Nullifiers of Ablution,,Nullifiers of Ablution,Nullifiers of Ablution,Nullifiers of Ablution,Nullifiers of Ablution,,,Nullifiers of Ablution,,Nullifiers of Ablution,Nullifiers of Ablution,,,,Nullifiers of Ablution,,,,,,,,,,,,,,,,,,,,,nullifiers-of-ablution
1029,438,أحكام الغسل,Rulings of the Ritual Bath,,Rulings of the Ritual Bath,Rulings of the Ritual Bath,Rulings of the Ritual Bath,Rulings of the Ritual Bath,,,Rulings of the Ritual Bath,,Rulings of the Ritual Bath,Rulings of the Ritual Bath,,,,Rulings of the Ritual Bath,,,,,,,,,,,,,,,,,,,,,rulings-of-the-ritual-bath
1030,438,موجبات الغسل,Causes of Obligatory Ritual Bath,,Causes of Obligatory Ritual Bath,Causes of Obligatory Ritual Bath,Causes of Obligatory Ritual Bath,Causes of Obligatory Ritual Bath,,,Causes of Obligatory Ritual Bath,,Causes of Obligatory Ritual Bath,Causes of Obligatory Ritual Bath,,,,Causes of Obligatory Ritual Bath,,,,,,,,,,,,,,,,,,,,,causes-of-obligatory-ritual-bath
1031,438,سنن وآداب الغسل,Recommended Manners of the Ritual Bath,,Recommended Manners of the Ritual Bath,Recommended Manners of the Ritual Bath,Recommended Manners of the Ritual Bath,Recommended Manners of the Ritual Bath,,,Recommended Manners of the Ritual Bath,,Recommended Manners of the Ritual Bath,Recommended Manners of the Ritual Bath,,,,Recommended Manners of the Ritual Bath,,,,,,,,,,,,,,,,,,,,,recommended-manners-of-the-ritual-bath
1032,134,وجوب الصلاة وحكم تاركها,Obligation of Prayer and Ruling on Its Abandoner,,Obligation of Prayer and Ruling on Its Abandoner,Obligation of Prayer and Ruling on Its Abandoner,Obligation of Prayer and Ruling on Its Abandoner,Obligation of Prayer and Ruling on Its Abandoner,,,Obligation of Prayer and Ruling on Its Abandoner,,Obligation of Prayer and Ruling on Its Abandoner,Obligation of Prayer and Ruling on Its Abandoner,,,,Obligation of Prayer and Ruling on Its Abandoner,,,,,,,,,,,,,,,,,,,,,obligation-of-prayer-and-ruling-on-its-abandoner
1033,134,فضل الصلاة,Virtue of Prayer,,Virtue of Prayer,Virtue of Prayer,Virtue of Prayer,Virtue of Prayer,,,Virtue of Prayer,,Virtue of Prayer,Virtue of Prayer,,,,Virtue of Prayer,,,,,,,,,,,,,,,,,,,,,virtue-of-prayer
1034,134,الأذان والإقامة,The Azan and Iqaamah,,The Azan and Iqaamah,The Azan and Iqaamah,The Azan and Iqaamah,The Azan and Iqaamah,,,The Azan and Iqaamah,,The Azan and Iqaamah,The Azan and Iqaamah,,,,The Azan and Iqaamah,,,,,,,,,,,,,,,,,,,,,the-azan-and-iqaamah
1035,134,أوقات النهي عن الصلاة,Times Not to Pray,,Times Not to Pray,Times Not to Pray,Times Not to Pray,Times Not to Pray,,,Times Not to Pray,,Times Not to Pray,Times Not to Pray,,,,Times Not to Pray,,,,,,,,,,,,,,,,,,,,,times-not-to-pray
1036,134,شروط الصلاة,Conditions of Prayer,,Conditions of Prayer,Conditions of Prayer,Conditions of Prayer,Conditions of Prayer,,,Conditions of Prayer,,Conditions of Prayer,Conditions of Prayer,,,,Conditions of Prayer,,,,,,,,,,,,,,,,,,,,,conditions-of-prayer
1037,134,أركان الصلاة,Pillars of Prayer,,Pillars of Prayer,Pillars of Prayer,Pillars of Prayer,Pillars of Prayer,,,Pillars of Prayer,,Pillars of Prayer,Pillars of Prayer,,,,Pillars of Prayer,,,,,,,,,,,,,,,,,,,,,pillars-of-prayer
1038,134,واجبات الصلاة,Obligatory Acts of Prayer,,Obligatory Acts of Prayer,Obligatory Acts of Prayer,Obligatory Acts of Prayer,Obligatory Acts of Prayer,,,Obligatory Acts of Prayer,,Obligatory Acts of Prayer,Obligatory Acts of Prayer,,,,Obligatory Acts of Prayer,,,,,,,,,,,,,,,,,,,,,obligatory-acts-of-prayer
1039,134,سنن الصلاة,Recommended Acts of Prayer,,Recommended Acts of Prayer,Recommended Acts of Prayer,Recommended Acts of Prayer,Recommended Acts of Prayer,,,Recommended Acts of Prayer,,Recommended Acts of Prayer,Recommended Acts of Prayer,,,,Recommended Acts of Prayer,,,,,,,,,,,,,,,,,,,,,recommended-acts-of-prayer
1040,134,صفة الصلاة,Method of Prayer,,Method of Prayer,Method of Prayer,Method of Prayer,Method of Prayer,,,Method of Prayer,,Method of Prayer,Method of Prayer,,,,Method of Prayer,,,,,,,,,,,,,,,,,,,,,method-of-prayer
1041,134,أذكار الصلاة,Dhikr (Invocation) during Prayer,,Dhikr (Invocation) during Prayer,Dhikr (Invocation) during Prayer,Dhikr (Invocation) during Prayer,Dhikr (Invocation) during Prayer,,,Dhikr (Invocation) during Prayer,,Dhikr (Invocation) during Prayer,Dhikr (Invocation) during Prayer,,,,Dhikr (Invocation) during Prayer,,,,,,,,,,,,,,,,,,,,,dhikr-invocation-during-prayer
1042,134,مبطلات الصلاة,Nullifiers of Prayer,,Nullifiers of Prayer,Nullifiers of Prayer,Nullifiers of Prayer,Nullifiers of Prayer,,,Nullifiers of Prayer,,Nullifiers of Prayer,Nullifiers of Prayer,,,,Nullifiers of Prayer,,,,,,,,,,,,,,,,,,,,,nullifiers-of-prayer
1043,134,أخطاء المصلين,Mistakes during Prayer,,Mistakes during Prayer,Mistakes during Prayer,Mistakes during Prayer,Mistakes during Prayer,,,Mistakes during Prayer,,Mistakes during Prayer,Mistakes during Prayer,,,,Mistakes during Prayer,,,,,,,,,,,,,,,,,,,,,mistakes-during-prayer
1044,134,سجود السهو والتلاوة والشكر,Prostration of Forgetfulness; Recitation; Gratitude,,Prostration of Forgetfulness; Recitation; Gratitude,Prostration of Forgetfulness; Recitation; Gratitude,Prostration of Forgetfulness; Recitation; Gratitude,Prostration of Forgetfulness; Recitation; Gratitude,,,Prostration of Forgetfulness; Recitation; Gratitude,,Prostration of Forgetfulness; Recitation; Gratitude,Prostration of Forgetfulness; Recitation; Gratitude,,,,Prostration of Forgetfulness; Recitation; Gratitude,,,,,,,,,,,,,,,,,,,,,prostration-of-forgetfulness;-recitation;-gratitude
1045,134,فضل صلاة الجماعة وأحكامها,Virtue and Rulings of Congregational Prayer,,Virtue and Rulings of Congregational Prayer,Virtue and Rulings of Congregational Prayer,Virtue and Rulings of Congregational Prayer,Virtue and Rulings of Congregational Prayer,,,Virtue and Rulings of Congregational Prayer,,Virtue and Rulings of Congregational Prayer,Virtue and Rulings of Congregational Prayer,,,,Virtue and Rulings of Congregational Prayer,,,,,,,,,,,,,,,,,,,,,virtue-and-rulings-of-congregational-prayer
1046,134,أحكام الإمام والمأموم,Rulings of the Imam and Followers in Prayer,,Rulings of the Imam and Followers in Prayer,Rulings of the Imam and Followers in Prayer,Rulings of the Imam and Followers in Prayer,Rulings of the Imam and Followers in Prayer,,,Rulings of the Imam and Followers in Prayer,,Rulings of the Imam and Followers in Prayer,Rulings of the Imam and Followers in Prayer,,,,Rulings of the Imam and Followers in Prayer,,,,,,,,,,,,,,,,,,,,,rulings-of-the-imam-and-followers-in-prayer
1047,134,صلاة أهل الأعذار,Prayer of the People with Excuses,,Prayer of the People with Excuses,Prayer of the People with Excuses,Prayer of the People with Excuses,Prayer of the People with Excuses,,,Prayer of the People with Excuses,,Prayer of the People with Excuses,Prayer of the People with Excuses,,,,Prayer of the People with Excuses,,,,,,,,,,,,,,,,,,,,,prayer-of-the-people-with-excuses
1048,134,صلاة الجمعة,Jumu‘ah (Friday) Prayer,,Jumu‘ah (Friday) Prayer,Jumu‘ah (Friday) Prayer,Jumu‘ah (Friday) Prayer,Jumu‘ah (Friday) Prayer,,,Jumu‘ah (Friday) Prayer,,Jumu‘ah (Friday) Prayer,Jumu‘ah (Friday) Prayer,,,,Jumu‘ah (Friday) Prayer,,,,,,,,,,,,,,,,,,,,,jumu‘ah-friday-prayer
1049,134,صلاة التطوع,Voluntary Prayer,,Voluntary Prayer,Voluntary Prayer,Voluntary Prayer,Voluntary Prayer,,,Voluntary Prayer,,Voluntary Prayer,Voluntary Prayer,,,,Voluntary Prayer,,,,,,,,,,,,,,,,,,,,,voluntary-prayer
1050,134,صلاة الخوف,Prayer of Fear,,Prayer of Fear,Prayer of Fear,Prayer of Fear,Prayer of Fear,,,Prayer of Fear,,Prayer of Fear,Prayer of Fear,,,,Prayer of Fear,,,,,,,,,,,,,,,,,,,,,prayer-of-fear
1051,472,فضل يوم الجمعة,Virtue of Friday,,Virtue of Friday,Virtue of Friday,Virtue of Friday,Virtue of Friday,,,Virtue of Friday,,Virtue of Friday,Virtue of Friday,,,,Virtue of Friday,,,,,,,,,,,,,,,,,,,,,virtue-of-friday
1052,472,فضل صلاة الجمعة,Merit of Jumu‘ah Prayer,,Merit of Jumu‘ah Prayer,Merit of Jumu‘ah Prayer,Merit of Jumu‘ah Prayer,Merit of Jumu‘ah Prayer,,,Merit of Jumu‘ah Prayer,,Merit of Jumu‘ah Prayer,Merit of Jumu‘ah Prayer,,,,Merit of Jumu‘ah Prayer,,,,,,,,,,,,,,,,,,,,,merit-of-jumu‘ah-prayer
1053,472,أحكام صلاة الجمعة,Rulings of Jumu‘ah Prayer,,Rulings of Jumu‘ah Prayer,Rulings of Jumu‘ah Prayer,Rulings of Jumu‘ah Prayer,Rulings of Jumu‘ah Prayer,,,Rulings of Jumu‘ah Prayer,,Rulings of Jumu‘ah Prayer,Rulings of Jumu‘ah Prayer,,,,Rulings of Jumu‘ah Prayer,,,,,,,,,,,,,,,,,,,,,rulings-of-jumu‘ah-prayer
1054,472,أحكام خطبة الجمعة,Rulings of Jumu‘ah Sermon,,Rulings of Jumu‘ah Sermon,Rulings of Jumu‘ah Sermon,Rulings of Jumu‘ah Sermon,Rulings of Jumu‘ah Sermon,,,Rulings of Jumu‘ah Sermon,,Rulings of Jumu‘ah Sermon,Rulings of Jumu‘ah Sermon,,,,Rulings of Jumu‘ah Sermon,,,,,,,,,,,,,,,,,,,,,rulings-of-jumu‘ah-sermon
1055,473,فضل صلاة التطوع,Virtue of Voluntary Prayer,,Virtue of Voluntary Prayer,Virtue of Voluntary Prayer,Virtue of Voluntary Prayer,Virtue of Voluntary Prayer,,,Virtue of Voluntary Prayer,,Virtue of Voluntary Prayer,Virtue of Voluntary Prayer,,,,Virtue of Voluntary Prayer,,,,,,,,,,,,,,,,,,,,,virtue-of-voluntary-prayer
1056,473,السنن الرواتب,Regular Sunnah (Recommended) Prayers,,Regular Sunnah (Recommended) Prayers,Regular Sunnah (Recommended) Prayers,Regular Sunnah (Recommended) Prayers,Regular Sunnah (Recommended) Prayers,,,Regular Sunnah (Recommended) Prayers,,Regular Sunnah (Recommended) Prayers,Regular Sunnah (Recommended) Prayers,,,,Regular Sunnah (Recommended) Prayers,,,,,,,,,,,,,,,,,,,,,regular-sunnah-recommended-prayers
1057,473,قيام الليل,Voluntary Night Prayer (Qiyaam),,Voluntary Night Prayer (Qiyaam),Voluntary Night Prayer (Qiyaam),Voluntary Night Prayer (Qiyaam),Voluntary Night Prayer (Qiyaam),,,Voluntary Night Prayer (Qiyaam),,Voluntary Night Prayer (Qiyaam),Voluntary Night Prayer (Qiyaam),,,,Voluntary Night Prayer (Qiyaam),,,,,,,,,,,,,,,,,,,,,voluntary-night-prayer-qiyaam
1058,473,صلاة العيدين,Prayer of the Two Eids,,Prayer of the Two Eids,Prayer of the Two Eids,Prayer of the Two Eids,Prayer of the Two Eids,,,Prayer of the Two Eids,,Prayer of the Two Eids,Prayer of the Two Eids,,,,Prayer of the Two Eids,,,,,,,,,,,,,,,,,,,,,prayer-of-the-two-eids
1059,134,صلاة الكسوف والخسوف,Prayer of the Solar and Lunar Eclipse,,Prayer of the Solar and Lunar Eclipse,Prayer of the Solar and Lunar Eclipse,Prayer of the Solar and Lunar Eclipse,Prayer of the Solar and Lunar Eclipse,,,Prayer of the Solar and Lunar Eclipse,,Prayer of the Solar and Lunar Eclipse,Prayer of the Solar and Lunar Eclipse,,,,Prayer of the Solar and Lunar Eclipse,,,,,,,,,,,,,,,,,,,,,prayer-of-the-solar-and-lunar-eclipse
1060,134,صلاة الاستسقاء,Rain-Seeking Prayer,,Rain-Seeking Prayer,Rain-Seeking Prayer,Rain-Seeking Prayer,Rain-Seeking Prayer,,,Rain-Seeking Prayer,,Rain-Seeking Prayer,Rain-Seeking Prayer,,,,Rain-Seeking Prayer,,,,,,,,,,,,,,,,,,,,,rain-seeking-prayer
1061,473,صلاة الضحى,Forenoon Prayer,,Forenoon Prayer,Forenoon Prayer,Forenoon Prayer,Forenoon Prayer,,,Forenoon Prayer,,Forenoon Prayer,Forenoon Prayer,,,,Forenoon Prayer,,,,,,,,,,,,,,,,,,,,,forenoon-prayer
